Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
11833608973,"Jul 7, 2024, 7:00:45 PM",Afternoon Erg + Bike :),Workout,"3x3000m and 25’ bike while watching breakfast club. if you need a rec, nickelodeons victorious did a breakfast club episode that is superior",4800,12.00,,,false,,,,,,4800.0,4800.0,12000.0,,2.5,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5,0.0,,,,,,,,,,,,""
11842202825,"Jul 9, 2024, 12:04:57 AM",Kickboxing!!,Workout,"",3690,0,176.0,88,false,,,activities/12629445725.fit.gz,,,3690.0,3690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,176.0,152.5533905029297,,,344.0,,,88.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
11845852779,"Jul 2, 2024, 12:08:10 PM",Morning Row,Rowing,,2505,"6,447",166.0,32,false,,,activities/11845852779.gpx,,,2505.0,2466.0,6446.72998046875,4.9639892578125,2.614245653152466,0.0,0.0,1692.0,1692.199951171875,1.1848423480987549,0.0,,,,,166.0,140.3528289794922,,,,,,32.0,,,,,,,,,,,,,0.0,,1.0,,1719921664.0,3.0,14.489999771118164,13.989999771118164,10.069999694824219,0.75,1011.260009765625,1.850000023841858,3.869999885559082,14.0,0.05999999865889549,1719920128.0,1719973888.0,0.875,,,0.25999999046325684,5.0,0.8700000047683716,20354.0,0.0,,,,,0.0,2.573544979095459,0.0,,,,,,,,,,,,""
11845852786,"Jul 9, 2024, 12:09:17 PM",Morning Row,Rowing,,3003,"5,936",173.0,35,false,,,activities/11845852786.gpx,,,3003.0,2987.0,5935.669921875,5.380029201507568,1.9871677160263062,0.0,0.0,1692.0,1692.199951171875,1.1248730421066284,0.0,,,,,173.0,134.57107543945312,,,,,,35.0,,,,,,,,,,,,,0.0,,1.0,,1720526336.0,1.0,13.34000015258789,12.369999885559082,4.110000133514404,0.5400000214576721,1014.7899780273438,2.690000057220459,4.630000114440918,200.0,0.0,1720525312.0,1720578560.0,0.125,,,0.009999999776482582,5.0,0.15000000596046448,33849.0,0.0,,,,,0.0,1.976580023765564,0.0,,,,,,,,,,,,""
11845854658,"Jun 19, 2024, 12:04:20 PM",Morning Row,Rowing,,477422,"4,819",163.0,32,false,,,activities/11845854658.gpx,,,477422.0,2707.0,4818.7998046875,4.579999923706055,1.780125617980957,76.12857055664062,0.0,1693.4000244140625,1769.800048828125,1.1764706373214722,1.5771561861038208,,,,,163.0,136.29574584960938,,,,,,32.0,,,,,,,,,,,,,0.0,,1.0,,1718798336.0,3.0,11.210000038146973,10.1899995803833,1.9199999570846558,0.5299999713897705,1019.1799926757812,1.3300000429153442,3.2899999618530273,111.0,0.009999999776482582,1718796672.0,1718850688.0,0.375,,,0.38999998569488525,5.0,0.9200000166893005,30083.0,0.0,,,,,0.0,0.010093376971781254,0.0,,,,,,,,,,,,""
11850513297,"Jul 9, 2024, 10:29:34 PM",Evening Stand Up Paddling,Stand Up Paddling,,7809,1.76,,,false,,,activities/11850513297.gpx,,,7809.0,1871.0,1768.300048828125,2.0399999618530273,0.9451095461845398,5.266037940979004,0.0,1656.699951171875,1662.300048828125,19.148935317993164,0.17530961334705353,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1720562432.0,3.0,29.420000076293945,27.639999389648438,4.119999885559082,0.20000000298023224,1011.25,4.599999904632568,7.920000076293945,24.0,0.0,1720525312.0,1720578560.0,0.125,,,0.03999999910593033,5.0,0.7200000286102295,48228.0,5.0,,,,,0.0,0.2264438420534134,66.5,,,,,,,,,,,,""
11854064314,"Jul 10, 2024, 12:03:39 PM",Morning Row,Rowing,,3340,"5,537",166.0,20,false,,,activities/11854064314.gpx,,,3340.0,3300.0,5536.68994140625,4.289990425109863,1.6777849197387695,0.0,0.0,1691.800048828125,1692.800048828125,8.16342830657959,0.016255199909210205,,,,,166.0,124.85831451416016,,,,,,20.0,,,,,,,,,,,,,0.0,,1.0,,1720612864.0,1.0,14.4399995803833,13.489999771118164,5.03000020980835,0.5299999713897705,1016.010009765625,2.130000114440918,3.0799999237060547,206.0,0.0,1720611712.0,1720664960.0,0.125,,,0.0,1.0,0.07999999821186066,34671.0,0.0,,,,,0.0,1.6576915979385376,0.0,,,,,,,,,,,,""
11858663022,"Jul 10, 2024, 11:31:25 PM",First eva barre class!!,Workout,"",3601,0,168.0,36,false,,,activities/12646414408.fit.gz,,,3601.0,3601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,168.0,134.86419677734375,,,403.0,,,36.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
11862357811,"Jul 11, 2024, 12:04:39 PM",Morning Row,Rowing,,2698,"5,060",170.0,31,false,,,activities/11862357811.gpx,,,2698.0,2608.0,5060.259765625,4.52197265625,1.9402836561203003,0.0,0.0,1692.0,1692.0999755859375,2.8490028381347656,0.0019761831499636173,,,,,170.0,137.4475555419922,,,,,,31.0,,,,,,,,,,,,,0.0,,1.0,,1720699136.0,1.0,15.90999984741211,13.890000343322754,4.909999847412109,0.47999998927116394,1013.9400024414062,2.509999990463257,4.179999828338623,194.0,0.0,1720698112.0,1720751232.0,0.125,,,0.0,1.0,0.10000000149011612,37377.0,0.0,,,,,0.0,1.8755595684051514,0.0,,,,,,,,,,,,""
11874169275,"Jul 12, 2024, 2:19:11 PM",Kickboxing!,Workout,"",3495,0,168.0,32,false,,,activities/12662479669.fit.gz,,,3495.0,3495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,168.0,134.5050048828125,,,378.0,,,32.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
11880371220,"Jul 13, 2024, 4:14:49 PM",Morning Hike,Hike,,6253,5.12,157.0,24,false,,,activities/12668924214.fit.gz,,,6253.0,4842.0,5128.35009765625,2.9912257194519043,1.0591387748718262,268.2001953125,262.0,2198.39990234375,2387.39990234375,44.48981857299805,0.14123483002185822,,,,,157.0,117.25838470458984,,,387.0,,,24.0,,,,,,,,,,,,,0.0,,1.0,,1720886400.0,1.0,28.8799991607666,30.25,-1.2899999618530273,0.14000000059604645,1014.2899780273438,2.950000047683716,5.440000057220459,342.0,0.0,1720871168.0,1720923904.0,0.125,,,0.0,1.0,0.0,46990.0,6.0,,,,,0.0,0.8201423287391663,5050.0,,,,7234.0,,,,,,,7234.0,""
11962619535,"Jul 19, 2024, 3:00:06 PM",Morning Workout in Orgeon!,Workout,"10’ stairs, 20’ bike, and 30’ weights. I love being that much closer to sea level — i wasn’t embarrassingly out of breath during stairs.",3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
11963731217,"Jul 23, 2024, 6:55:44 PM",60’ Erg,Rowing,2x15’ w/ rate shifts every 5’ at a 170-180HR and 2x15’ SS at a rate 18 with a 155-165HR. I started the Dallas Cowboy Cheerleaders documentary and I’m hooked. Actually thinking about quitting rowing to pursue my dreams of cheer.,4041,0,180.0,150,false,,,activities/12755400652.fit.gz,,,4041.0,4041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,180.0,161.6493377685547,,,389.0,,,150.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
11968958750,"Jul 24, 2024, 11:51:38 AM",Morning Row,Rowing,,3583,"6,875",174.0,42,false,,,activities/11968958750.gpx,,,3583.0,3529.0,6874.56005859375,4.2919921875,1.94801926612854,0.0,0.0,1691.9000244140625,1692.9000244140625,6.451845169067383,-0.0014546385500580072,,,,,174.0,137.10435485839844,,,,,,42.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.918660283088684,0.0,,,,,,,,,,,,""
11979940711,"Jul 24, 2024, 11:30:00 PM",Barre class 🔥,Workout,☠️ 😏,3600,0,,,false,,,,,,3600.0,3600.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
11987506906,"Jul 26, 2024, 11:50:55 AM",Mt. Bierstadt!!,Hike,"",18186,13.30,180.0,231,false,,,activities/11987506906.gpx,,,18186.0,13734.0,13302.5302734375,2.990039110183716,0.9685838222503662,834.0087280273438,833.9672241210938,3500.5,4285.39990234375,49.731224060058594,0.002255209954455495,,,,,180.0,145.64674377441406,,,,,,231.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.7314709424972534,13302.5,,,,19994.0,,,,,,,19994.0,media/C329FC18-9C8C-4BF2-BD2D-7753E1CBE8F4.jpg|media/A5F027C1-9358-44D0-90DC-EF0B8DBD5FEB.jpg
12023018996,"Jul 30, 2024, 12:06:40 PM",Morning Row,Rowing,,3254,"4,259",163.0,33,false,,,activities/12023018996.gpx,,,3254.0,3080.0,4258.9404296875,6.352002143859863,1.3827728033065796,3.020634889602661,3.0338709354400635,1692.9000244140625,1696.300048828125,9.842841148376465,0.07748406380414963,,,,,163.0,137.07650756835938,,,,,,33.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.3088322877883911,46.0,,,,,,,,,,,,""
12034747857,"Jul 31, 2024, 12:00:29 PM",Morning Row,Rowing,,1800,"4,779",180.0,39,false,,,activities/12034747857.gpx,,,1800.0,1800.0,4778.7197265625,4.864013671875,2.654844284057617,0.0,0.0,1692.0,1692.0999755859375,3.2679738998413086,0.002092610578984022,,,,,180.0,148.82992553710938,,,,,,39.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.654844284057617,0.0,,,,,,,,,,,,""
12036739806,"Aug 1, 2024, 12:00:31 PM",Morning Row,Rowing,,2677,"7,879",183.0,70,false,,,activities/12036739806.gpx,,,2677.0,2631.0,7878.97998046875,6.058007717132568,2.99467134475708,0.0,0.0,1692.0,1692.199951171875,1.0764217376708984,0.0,,,,,183.0,153.83396911621094,,,,,,70.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.9432125091552734,0.0,,,,,,,,,,,,""
12293915336,"Aug 31, 2024, 3:02:35 PM",Morning Row,Rowing,,7028,"14,894",180.0,104,false,,,activities/12293915336.gpx,,,7028.0,6030.0,14893.8291015625,6.367968559265137,2.4699552059173584,2.2536585330963135,2.2536585330963135,714.7000122070312,717.9000244140625,17.429786682128906,0.021485406905412674,,,,,180.0,143.0952606201172,,,,,,104.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.119213104248047,0.0,,,,,,,,,,,,""
12333493571,"Sep 5, 2024, 1:52:17 PM",Morning Row,Rowing,,4612,"12,783",194.0,69,false,,,activities/12333493571.gpx,,,4612.0,4560.0,12782.7099609375,5.091992378234863,2.8032257556915283,0.0,0.0,714.7000122070312,714.7000122070312,0.0,0.0,,,,,194.0,141.9402313232422,,,,,,69.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7716195583343506,0.0,,,,,,,,,,,,""
12341436666,"Sep 6, 2024, 1:48:25 PM",Morning Row,Rowing,,3458,"9,369",172.0,65,false,,,activities/12341436666.gpx,,,3458.0,3345.0,9369.16015625,5.821972846984863,2.8009448051452637,7.5,7.5,715.0,722.5,16.013900756835938,0.08004986494779587,,,,,172.0,147.64352416992188,,,,,,65.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.709415912628174,0.0,,,,,,,,,,,,""
12367176898,"Sep 7, 2024, 2:54:16 PM",Morning Row,Rowing,,7684,"21,761",190.0,141,false,,,activities/12367176898.gpx,,,7684.0,7512.0,21760.8203125,5.9140625,2.896807909011841,0.0,0.0,714.5999755859375,715.2999877929688,1.986132025718689,0.0,,,,,190.0,147.04127502441406,,,,,,141.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.831965208053589,0.0,,,,,,,,,,,,""
12375504183,"Sep 10, 2024, 1:50:54 PM",Morning Row,Rowing,,4897,"13,286",172.0,104,false,,,activities/12375504183.gpx,,,4897.0,4881.0,13285.8701171875,4.518164157867432,2.721956491470337,0.0,0.0,714.7000122070312,716.2999877929688,9.602143287658691,0.0,,,,,172.0,149.26495361328125,,,,,,104.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7130630016326904,0.0,,,,,,,,,,,,""
12392485522,"Sep 12, 2024, 1:47:17 PM",Morning Row,Rowing,,4679,"12,168",175.0,75,false,,,activities/12392485522.gpx,,,4679.0,4600.0,12168.099609375,5.117968559265137,2.6452391147613525,0.0,0.0,714.7000122070312,714.7000122070312,0.0,0.0,,,,,175.0,143.30099487304688,,,,,,75.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.600576877593994,0.0,,,,,,,,,,,,""
12392565041,"Sep 11, 2024, 1:52:50 PM",Pairs Racing!,Rowing,"",5778,0,173.0,87,false,,,activities/13212439965.fit.gz,,,5778.0,5778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,173.0,141.3251953125,,,422.0,,,87.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
12400708537,"Sep 13, 2024, 1:45:07 PM",Morning Row,Rowing,,3729,"11,276",181.0,48,false,,,activities/12400708537.gpx,,,3729.0,3689.0,11276.1298828125,5.631933689117432,3.056690216064453,0.0,0.0,714.5999755859375,715.7999877929688,5.263090133666992,0.0,,,,,181.0,137.877197265625,,,,,,48.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.02390193939209,0.0,,,,,,,,,,,,""
12409693366,"Sep 14, 2024, 2:20:02 PM",Morning Row,Rowing,,8211,"23,520",202.0,159,false,,,activities/12409693366.gpx,,,8211.0,7975.0,23519.71875,7.495182514190674,2.949181079864502,0.0,0.0,714.7000122070312,714.7000122070312,0.0,0.0,,,,,202.0,147.95684814453125,,,,,,159.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8644158840179443,0.0,,,,,,,,,,,,""
12451159244,"Sep 19, 2024, 1:55:54 PM",Morning Row,Rowing,,1744,"4,772",157.0,14,false,,,activities/12451159244.gpx,,,1744.0,1714.0,4772.33984375,4.971997261047363,2.7843289375305176,0.0,0.0,714.5999755859375,714.7000122070312,1.0,0.0,,,,,157.0,127.97875213623047,,,,,,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.736433506011963,0.0,,,,,,,,,,,,""
12451159417,"Sep 17, 2024, 1:55:36 PM",Morning Row,Rowing,,4484,"11,698",167.0,81,false,,,activities/12451159417.gpx,,,4484.0,4484.0,11697.75,5.368945121765137,2.6087756156921387,0.0,0.0,714.7000122070312,715.0999755859375,2.592897415161133,0.0,,,,,167.0,146.5820770263672,,,,,,81.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.6087756156921387,0.0,,,,,,,,,,,,""
12459864108,"Sep 20, 2024, 1:42:20 PM",Tech Row and First 2k of the yr 🔥,Rowing,"",6433,0,181.0,117,false,,,activities/13284449710.fit.gz,,,6433.0,6433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,181.0,142.21530151367188,,,473.0,,,117.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
12492801365,"Sep 24, 2024, 1:53:05 PM",Morning Row,Rowing,,4514,"12,165",168.0,75,false,,,activities/12492801365.gpx,,,4514.0,4499.0,12164.6396484375,5.169995307922363,2.7038540840148926,0.0,0.0,714.7000122070312,714.7000122070312,0.0,0.0,,,,,168.0,143.27996826171875,,,,,,75.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.69486927986145,0.0,,,,,,,,,,,,""
12501561676,"Sep 25, 2024, 1:49:07 PM",Morning Row,Rowing,,5289,"12,668",205.0,94,false,,,activities/12501561676.gpx,,,5289.0,5233.0,12668.419921875,5.221972465515137,2.4208714962005615,4.442478179931641,4.442478179931641,714.5999755859375,717.5,14.238956451416016,0.022102203220129013,,,,,205.0,147.53578186035156,,,,,,94.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3952391147613525,0.0,,,,,,,,,,,,""
12519862449,"Sep 27, 2024, 1:52:02 PM",Leapfrog and 500s 🔥,Rowing,"",7086,0,183.0,113,false,,,activities/13348494828.fit.gz,,,7086.0,7086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,183.0,140.0750732421875,,,598.0,,,113.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
12525586663,"Sep 28, 2024, 2:30:15 PM",Morning Row,Rowing,,8034,"23,409",198.0,175,false,,,activities/12525586663.gpx,,,8034.0,7846.0,23409.30859375,5.858007907867432,2.983597993850708,0.0,0.0,714.7000122070312,714.7000122070312,0.0,0.0,,,,,198.0,149.59765625,,,,,,175.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.9137802124023438,0.0,,,,,,,,,,,,""
12526421823,"Sep 23, 2024, 1:59:27 PM",30’ Test 😏,Rowing,"",1923,0,189.0,106,false,,,activities/13355502493.fit.gz,,,1923.0,1923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,189.0,173.47894287109375,,,200.0,,,106.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
12540980778,"Sep 30, 2024, 1:47:02 PM",Morning Row,Rowing,"",6391,"17,727",172.0,142,false,,,activities/12540980778.gpx,,,6391.0,6299.0,17726.69921875,5.28000020980835,2.814208507537842,0.0,0.0,715.0,715.2999877929688,10.0,0.0005641207681037486,,,,,172.0,151.06190490722656,,,,,,142.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7736973762512207,0.0,,,,,,,,,,,,""
12548723254,"Oct 1, 2024, 1:58:20 PM",Morning Row,Rowing,,3925,"9,987",179.0,86,false,,,activities/12548723254.gpx,,,3925.0,3866.0,9986.9697265625,5.5791015625,2.583282470703125,5.2689361572265625,5.2689361572265625,714.9000244140625,720.2999877929688,16.620378494262695,0.052067842334508896,,,,,179.0,151.1746063232422,,,,,,86.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5444509983062744,0.0,,,,,,,,,,,,""
12552250090,"Sep 30, 2024, 10:59:53 PM",~AT~,Rowing,"",3545,0,182.0,114,false,,,activities/13383108742.fit.gz,,,3545.0,3545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,182.0,156.42820739746094,,,334.0,,,114.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
